431.701409 	351.282821
459.516288 	327.986071
491.079868 	303.461813
526.636964 	277.848084
567.048801 	250.746471
612.380640 	223.077680
663.570627 	194.454764
720.521458 	166.120422
784.044445 	137.459781
853.690176 	110.667948
929.454640 	85.218884
1010.244839 	63.019343
1095.226462 	44.115581
1182.806433 	29.751458
1271.051545 	19.790841
1358.361161 	14.851825
1442.917644 	14.451226
1523.608047 	18.168621
1598.818195 	25.478894
1668.520053 	35.455621
1732.285859 	47.968717
1790.222138 	61.618303
1842.396395 	76.545362
1889.423002 	91.675933
1931.344891 	107.241785
1969.079360 	122.432400
2002.988842 	137.633965
2033.180361 	152.118816
2060.346114 	166.332497
2084.808124 	179.657700
2106.846290 	192.667508
430.619163 	405.852358
458.302899 	384.275345
489.450837 	361.733082
524.885291 	337.581198
564.967685 	312.534968
610.573337 	285.819785
661.608316 	259.292907
719.262444 	231.569465
783.385141 	204.648991
854.384058 	177.909353
931.467665 	153.594762
1014.498708 	131.062938
1101.614895 	112.538166
1191.409655 	97.788275
1282.121693 	87.686807
1371.589078 	82.141694
1458.197764 	80.946320
1539.965442 	83.774249
1616.561118 	89.898338
1686.681618 	98.919460
1750.853218 	109.836540
1808.355639 	122.400004
1860.383469 	135.524361
1906.686814 	149.376760
1948.053487 	163.000351
1985.047594 	176.790179
2018.033557 	190.044801
2047.745753 	203.369887
2074.066773 	215.686052
2097.622075 	227.557429
2118.873691 	238.985459
432.336593 	462.016942
459.606471 	442.954016
490.688115 	422.114833
525.981753 	400.618055
566.118489 	377.009407
611.398088 	353.171136
662.922865 	327.656571
720.717080 	302.681327
785.709622 	276.308027
857.384946 	251.940220
936.045434 	227.488001
1020.360042 	206.482038
1109.462900 	187.739963
1201.196601 	173.244932
1293.764810 	162.502173
1384.972659 	156.116569
1472.748737 	154.138329
1555.958549 	155.649329
1632.878591 	160.561317
1703.648066 	167.817092
1767.453205 	176.998236
1824.900766 	187.340276
1876.300137 	198.810642
1922.116004 	210.342257
1962.787240 	222.241126
1999.008105 	233.771352
2031.366812 	245.369666
2060.080143 	256.323124
2085.904541 	267.003396
