942.944092	 243.963226		 0.000000	 0.000000	 0.000000
985.540894	 236.573380		 0.000000	 16.500000	 0.000000
1030.504517	 229.918640		 0.000000	 33.000000	 0.000000
1077.373657	 223.778763		 0.000000	 49.500000	 0.000000
1126.504395	 218.625214		 0.000000	 66.000000	 0.000000
1177.290771	 214.487869		 0.000000	 82.500000	 0.000000
1229.680298	 211.435242		 0.000000	 99.000000	 0.000000
1282.841797	 209.639465		 0.000000	 115.500000	 0.000000
1337.334473	 208.999847		 0.000000	 132.000000	 0.000000
1391.609253	 209.753510		 0.000000	 148.500000	 0.000000
1446.358887	 211.968445		 0.000000	 165.000000	 0.000000
1500.026367	 215.484604		 0.000000	 181.500000	 0.000000
1553.224854	 220.373520		 0.000000	 198.000000	 0.000000
1604.630737	 226.322021		 0.000000	 214.500000	 0.000000
1654.657227	 233.432388		 0.000000	 231.000000	 0.000000
1702.607544	 241.388611		 0.000000	 247.500000	 0.000000
1748.602661	 250.156509		 0.000000	 264.000000	 0.000000
1791.990112	 259.499207		 0.000000	 280.500000	 0.000000
1833.427734	 269.696228		 0.000000	 297.000000	 0.000000
1872.199951	 280.140350		 0.000000	 313.500000	 0.000000
1908.440674	 290.799927		 0.000000	 330.000000	 0.000000
1942.402588	 301.506592		 0.000000	 346.500000	 0.000000
1974.264771	 312.631042		 0.000000	 363.000000	 0.000000
2003.615112	 323.358002		 0.000000	 379.500000	 0.000000
2031.109741	 334.098663		 0.000000	 396.000000	 0.000000
2056.550049	 344.831909		 0.000000	 412.500000	 0.000000
2080.421631	 355.399597		 0.000000	 429.000000	 0.000000
2102.280518	 365.409088		 0.000000	 445.500000	 0.000000
2122.617432	 375.740845		 0.000000	 462.000000	 0.000000
2141.351563	 385.485413		 0.000000	 478.500000	 0.000000
2158.950928	 394.781281		 0.000000	 495.000000	 0.000000
932.302246	 283.048126		 16.500000	 0.000000	 0.000000
975.577942	 276.106445		 16.500000	 16.500000	 0.000000
1021.173645	 269.662354		 16.500000	 33.000000	 0.000000
1069.231079	 263.965240		 16.500000	 49.500000	 0.000000
1119.292725	 259.045654		 16.500000	 66.000000	 0.000000
1171.518188	 255.115067		 16.500000	 82.500000	 0.000000
1224.838623	 252.382187		 16.500000	 99.000000	 0.000000
1280.135864	 250.610321		 16.500000	 115.500000	 0.000000
1335.558105	 250.281281		 16.500000	 132.000000	 0.000000
1392.063232	 251.157776		 16.500000	 148.500000	 0.000000
1447.851563	 253.393326		 16.500000	 165.000000	 0.000000
1503.502197	 256.838837		 16.500000	 181.500000	 0.000000
1557.723267	 261.829590		 16.500000	 198.000000	 0.000000
1610.829590	 267.783936		 16.500000	 214.500000	 0.000000
1661.828369	 274.739990		 16.500000	 231.000000	 0.000000
1711.212646	 282.655273		 16.500000	 247.500000	 0.000000
1757.712524	 291.357544		 16.500000	 264.000000	 0.000000
1802.041626	 300.543365		 16.500000	 280.500000	 0.000000
1843.690552	 310.418640		 16.500000	 297.000000	 0.000000
1882.929932	 320.465515		 16.500000	 313.500000	 0.000000
1919.577759	 330.734985		 16.500000	 330.000000	 0.000000
1953.654297	 341.242554		 16.500000	 346.500000	 0.000000
1985.387329	 351.766479		 16.500000	 363.000000	 0.000000
2014.900879	 362.140289		 16.500000	 379.500000	 0.000000
2042.297974	 372.346954		 16.500000	 396.000000	 0.000000
2067.485840	 382.482117		 16.500000	 412.500000	 0.000000
2090.953613	 392.369873		 16.500000	 429.000000	 0.000000
2112.574219	 402.091187		 16.500000	 445.500000	 0.000000
2132.547607	 411.451630		 16.500000	 462.000000	 0.000000
2151.145508	 420.341370		 16.500000	 478.500000	 0.000000
2168.164307	 429.278625		 16.500000	 495.000000	 0.000000
921.878845	 324.537598		 33.000000	 0.000000	 0.000000
965.523743	 318.256897		 33.000000	 16.500000	 0.000000
