575.014069 	330.034106 	
613.327793 	314.629934 	
654.567868 	299.165726 	
698.451982 	284.336248 	
745.323435 	269.690974 	
794.675319 	256.173763 	
846.416244 	243.297482 	
900.218725 	231.826631 	
955.814723 	221.328693 	
1012.319758 	212.678218 	
1069.760430 	205.231540 	
1127.170666 	199.649755 	
1184.454580 	195.593046 	
1240.806723 	192.972824 	
1295.829074 	192.009426 	
1349.098393 	192.419268 	
1400.292543 	193.997634 	
1449.564467 	196.790906 	
1496.253436 	200.340323 	
1540.296295 	204.681109 	
1581.988120 	209.690165 	
1621.121445 	215.245615 	
1657.979342 	221.329881 	
1692.186512 	227.399304 	
1724.489234 	233.968444 	
1754.221128 	240.323671 	
1782.382711 	247.035712 	
1808.538589 	253.624840 	
1832.994527 	260.285163 	
1855.602479 	266.580223 	
1876.909228 	272.938721 	
565.543404 	373.573464 	
604.319306 	358.111557 	
645.948642 	343.100897 	
690.892572 	327.987015 	
738.579414 	313.642180 	
789.195532 	299.705797 	
842.325435 	286.959846 	
897.818982 	274.859962 	
954.892956 	264.426388 	
1013.581724 	254.979488 	
1072.738534 	247.468320 	
1132.325933 	241.387359 	
1191.371009 	236.909545 	
1249.418287 	234.061311 	
1306.086755 	232.649601 	
1360.800064 	232.513800 	
1413.429855 	233.775693 	
1463.384072 	235.918258 	
1510.919848 	239.053388 	
1555.763288 	242.947535 	
1597.866344 	247.455379 	
1637.275133 	252.416292 	
1674.259953 	257.765859 	
1708.603404 	263.432134 	
1740.729794 	269.308782 	
1770.560312 	275.279673 	
1798.117208 	280.986872 	
1824.155732 	287.108991 	
1848.037780 	292.892735 	
1870.488813 	298.695565 	
1891.265825 	304.283413 	
557.139297 	419.760621 	
595.948885 	405.264022 	
638.365097 	389.920060 	
683.839436 	375.456250 	
732.618470 	360.755554 	
784.395943 	347.278012 	
838.907867 	333.901720 	
895.962476 	322.081936 	
954.910177 	311.046691 	
1015.355906 	301.660228 	
1076.616588 	293.452702 	
1138.035239 	287.041523 	
1198.977995 	281.969449 	
1258.938740 	278.667071 	
1316.944252 	276.649826 	
1373.192581 	276.021262 	
1426.811836 	276.613677 	
1477.934240 	278.114973 	
1526.071037 	280.705249 	
1571.476557 	283.922339 	
1613.935297 	287.753206 	
1653.560506 	291.971641 	
1690.599907 	296.707391 	
1724.904619 	301.573782 	
1756.887860 	306.683675 	
1786.355235 	311.652689 	
1813.966862 	316.954299 	
1839.283291 	321.913298 	
1863.130709 	327.284526 	
1885.142277 	332.316538 	
1905.807623 	337.257541 	
549.564402 	469.467190 	
588.987636 	454.830313 	
631.667010 	440.653072 	
678.061364 	425.908990 	
727.546492 	412.177313 	
780.442911 	398.049263 	
836.415750 	385.373494 	
894.997102 	372.867248 	
955.764518 	362.030331 	
1018.222369 	351.840117 	
1081.257103 	343.688321 	
1144.558495 	336.561699 	
1207.409187 	331.100840 	
1268.803369 	327.092715 	
1328.541137 	324.551577 	
1385.875089 	322.980632 	
1440.773656 	322.813316 	
1492.601418 	323.674515 	
1541.473885 	325.249794 	
1587.210881 	327.731908 	
1630.075124 	330.553870 	
1669.787480 	334.053138 	
1706.772632 	337.732774 	
1740.941903 	341.781046 	
1772.785678 	345.889354 	
1802.027554 	350.198135 	
1829.373577 	354.442252 	
1854.468934 	358.748533 	
1877.848571 	363.041005 	
1899.538848 	367.290812 	
1919.585046 	371.379315 	
543.765196 	521.259392 	
583.128566 	508.118631 	
626.396235 	493.984557 	
673.237501 	480.523958 	
723.963512 	466.271603 	
777.786218 	453.428236 	
834.997909 	439.888242 	
895.078630 	428.507845 	
957.609753 	416.947215 	
1021.661293 	406.874105 	
1086.687647 	397.718985 	
1151.793645 	390.514510 	
1216.557686 	384.029261 	
1279.573813 	379.590624 	
1340.500465 	376.006349 	
1399.368483 	373.696177 	
1454.889020 	372.533236 	
1507.648316 	372.332207 	
1556.848842 	372.849479 	
1603.119003 	374.177601 	
1646.018673 	376.165349 	
1685.998560 	378.395720 	
1722.782679 	381.135339 	
1756.877326 	384.011260 	
1788.288727 	387.149811 	
1817.439232 	390.292210 	
1844.301870 	393.689430 	
1869.010673 	396.832800 	
1892.113989 	400.213251 	
1913.339896 	403.458291 	
1933.090779 	406.656500 	
539.167571 	576.473256 	
579.127495 	563.590604 	
622.720010 	551.099819 	
670.318073 	537.705511 	
721.613618 	524.978772 	
776.613525 	511.636938 	
835.014790 	499.565708 	
896.582451 	487.188735 	
960.463440 	476.182192 	
1026.442445 	465.420257 	
1093.221431 	456.438374 	
1159.893434 	447.843899 	
1226.165909 	441.395898 	
1290.486872 	435.288416 	
1353.218125 	431.055199 	
1412.640531 	427.791025 	
1469.605191 	425.503607 	
1522.473020 	423.969240 	
1572.579655 	423.530693 	
1618.792727 	423.584860 	
1661.944036 	424.097379 	
1701.633902 	425.164796 	
1738.440296 	426.603851 	
1772.219466 	428.276669 	
1803.439673 	430.083046 	
1832.219387 	432.209594 	
1858.637508 	434.241857 	
1883.131824 	436.468061 	
1905.781561 	438.639685 	
1926.686909 	440.924319 	
1945.966343 	443.070030 	
536.822389 	633.458982 	
576.912039 	622.411368 	
620.974356 	610.308022 	
668.993177 	598.767664 	
721.024629 	585.880673 	
777.012208 	574.372592 	
836.725904 	561.598774 	
899.433588 	550.412329 	
964.893600 	538.809751 	
1032.209209 	528.458586 	
1100.600928 	518.170891 	
1168.870736 	509.795148 	
1236.378149 	501.749633 	
1302.543498 	495.529675 	
1365.724924 	489.510455 	
1426.573693 	485.271206 	
1483.604454 	481.355205 	
1537.811058 	478.802171 	
1587.597434 	476.900233 	
1634.393761 	475.375212 	
1677.172172 	474.510533 	
1717.042087 	474.029329 	
1753.387576 	473.948963 	
1787.189306 	474.335256 	
1817.867325 	474.706989 	
1846.268056 	475.491899 	
1872.586935 	476.420201 	
1896.506564 	477.230901 	
1918.710917 	478.328761 	
1939.225064 	479.419069 	
1958.172987 	480.435748 	
536.638847 	693.064540 	
576.992501 	683.008215 	
621.420900 	672.810336 	
670.067035 	661.639785 	
722.651294 	650.804511 	
779.463935 	639.199400 	
840.113590 	628.018091 	
904.090061 	616.260744 	
970.715085 	605.555193 	
1039.414186 	594.172024 	
1109.187038 	584.607712 	
1178.783877 	575.051575 	
1247.520720 	566.582804 	
1314.280405 	558.481040 	
1379.188256 	551.616649 	
1440.162375 	545.385746 	
1498.190452 	540.803206 	
1552.015060 	536.121083 	
1602.756844 	532.659787 	
1648.976126 	529.160484 	
1692.102850 	526.770787 	
1731.465769 	524.820009 	
1767.944051 	523.208648 	
1801.038575 	521.908315 	
1831.717283 	520.879228 	
1859.640457 	520.093592 	
1885.407022 	519.586311 	
1909.136095 	519.186684 	
1930.876116 	518.851564 	
1951.015602 	518.690447 	
1969.616169 	518.736413 	
538.692797 	753.773871 	
579.466362 	745.658505 	
624.378483 	736.571862 	
673.286060 	727.567781 	
726.540543 	717.480414 	
784.185733 	707.325359 	
845.532060 	696.351354 	
